unit,yr,quarter,cum_tests_orig,new_tests_orig,new_cases_orig,new_deaths_orig
PRY,2021,4,177566797,183068,6134,426
PRY,2022,1,214109724,595977,181849,2040
PRY,2022,2,33927647,0,496,70
PSE,2020,1,70527,6808,119,1
PSE,2020,2,4025150,94583,2309,7
PSE,2020,3,22407531,312100,37471,303
PSE,2020,4,56077514,393381,98105,1089
PSE,2021,1,100873713,741832,104349,1227
PSE,2021,2,159787937,329981,71814,936
PSE,2021,3,194588113,551781,89549,535
PSE,2021,4,246042903,416711,66032,821
PSE,2022,1,270327726,231356,186002,736
PSE,2022,2,40020929,0,867,1
PYF,2020,2,224093,4898,0,0
PYF,2020,3,571864,4232,0,0
PYF,2020,4,839960,0,0,0
PYF,2021,1,821700,0,0,0
PYF,2021,2,830830,0,0,0
PYF,2021,3,839960,0,0,0
PYF,2021,4,839960,0,0,0
PYF,2022,1,821700,0,0,0
PYF,2022,2,118690,0,0,0
QAT,2020,1,196572,22394,781,2
QAT,2020,2,15368939,334438,95307,111
QAT,2020,3,51651688,419082,29672,101
QAT,2020,4,94936827,447583,18074,31
QAT,2021,1,132423141,511104,36130,46
QAT,2021,2,178684231,431122,42107,299
QAT,2021,3,222443994,499923,14572,16
QAT,2021,4,268154654,508787,13885,12
QAT,2022,1,299753377,235336,110887,59
QAT,2022,2,44397100,9347,1616,0
ROU,2020,1,214232,24654,2245,82
ROU,2020,2,29218951,685458,24725,1569
ROU,2020,3,138899994,1709579,100602,3174
ROU,2020,4,329684767,2211183,504691,10942
ROU,2021,1,517231658,2645940,320540,7771
ROU,2021,2,776205934,2325748,127989,10248
ROU,2021,3,1020462087,3253866,152876,3255
ROU,2021,4,1406629267,4230547,575223,21711
ROU,2022,1,1789700748,4379721,1044679,6263
ROU,2022,2,279067048,0,22372,234
RUS,2020,1,3501337,273426,2337,17
RUS,2020,2,733177034,19578741,644592,9289
RUS,2020,3,2965514636,26569667,523870,11324
RUS,2020,4,6215594735,40282779,1956548,35641
RUS,2021,1,9476160929,33278214,1366887,40948
RUS,2021,2,12116849821,23643001,955360,35754
RUS,2021,3,15818109728,45160196,1951510,70576
RUS,2021,4,19937820683,47117670,2919301,99122
RUS,2022,1,23571008621,49091971,7262706,58677
RUS,2022,2,3717259766,1171748,173072,3431
RWA,2020,1,0,0,75,0
RWA,2020,2,4556497,137751,950,2
RWA,2020,3,30113990,355235,3815,27
RWA,2020,4,52512921,221445,3543,63
RWA,2021,1,81242577,424306,13400,215
RWA,2021,2,125103615,455460,17264,131
RWA,2021,3,201171279,1212722,58470,835
RWA,2021,4,305069220,1135498,14269,77
RWA,2022,1,415656178,1160548,17936,109
RWA,2022,2,66875839,66562,35,0
SAU,2020,1,73500,3500,1563,10
SAU,2020,2,45715434,1635814,189260,1639
SAU,2020,3,363385678,4852179,143782,3119
SAU,2020,4,810946177,4224135,28136,1455
SAU,2021,1,1159784218,4350396,27266,446
SAU,2021,2,1650726841,6836116,97585,1150
SAU,2021,3,2394131883,7000371,59542,897
SAU,2021,4,2845522685,4327333,9102,161
SAU,2022,1,3486337698,8312730,194578,168
SAU,2022,2,541196527,162116,1264,15
SDN,2020,1,0,0,7,2
SDN,2020,2,505913,25580,9365,570
SDN,2020,3,2993545,12155,4274,264
SDN,2020,4,7138712,58255,11854,632
SDN,2021,1,16111902,135704,6333,595
SDN,2021,2,21385507,23181,4825,691
SDN,2021,3,26748082,39754,1638,148
SDN,2021,4,44814460,268312,8235,429
SDN,2022,1,50664690,0,15437,1576
SDN,2022,2,7318233,0,79,18
SEN,2020,1,8932,1299,175,0
SEN,2020,2,2747493,75044,6618,112
SEN,2020,3,11946292,105475,8189,199
SEN,2020,4,21149349,93380,4158,99
SEN,2021,1,32461763,174835,19565,641
SEN,2021,2,46614480,120094,4423,115
SEN,2021,3,64494546,241675,30647,692
SEN,2021,4,79740163,110316,1280,32
SEN,2022,1,89458523,132740,10840,98
SEN,2022,2,14254862,76467,57,1
SGP,2020,1,273000,39000,926,3
SGP,2020,2,24305417,645359,42981,23
SGP,2020,3,153607109,2201186,13858,1
SGP,2020,4,379322662,2350942,834,2
SGP,2021,1,618722916,3309862,1782,1
SGP,2021,2,979099780,5061456,2198,6
SGP,2021,3,1529929761,5500390,33942,59
SGP,2021,4,1757953940,0,182884,733
SGP,2022,1,1719737550,0,817023,440
SGP,2022,2,248406535,0,48693,39
SLE,2020,1,0,0,1,0
SLE,2020,2,291649,9973,1461,60
SLE,2020,3,1675773,16003,769,12
SLE,2020,4,4807337,39299,380,4
SLE,2021,1,9758806,73207,1369,3
SLE,2021,2,14486210,42783,1595,21
SLE,2021,3,18966503,44078,819,21
SLE,2021,4,22527563,34615,670,2
SLE,2022,1,29247921,130740,610,2
SLE,2022,2,5184641,15081,3,0
SLV,2020,1,6049,626,32,1
SLV,2020,2,5696603,162085,6406,173
SLV,2020,3,25472281,233210,22731,669
SLV,2020,4,46795159,193607,17165,484
SLV,2021,1,65486462,839408,18484,679
SLV,2021,2,86490724,222658,14040,375
SLV,2021,3,107170573,159380,25582,853
SLV,2021,4,113793907,284175,17597,590
SLV,2022,1,149971705,337603,39107,295
SLV,2022,2,23961912,0,1037,5
SMR,2020,1,0,0,236,26
SMR,2020,2,172527,5631,477,16
SMR,2020,3,566462,2124,36,0
SMR,2020,4,777966,1886,1584,17
SMR,2021,1,3314047,44380,2399,25
SMR,2021,2,5537051,13161,360,6
SMR,2021,3,6085340,0,348,1
SMR,2021,4,6588380,31440,2762,9
SMR,2022,1,10472295,44791,7143,13
SMR,2022,2,1882223,5156,434,1
SOM,2020,1,0,0,5,0
SOM,2020,2,237003,11807,2919,90
SOM,2020,3,1618156,8709,664,10
SOM,2020,4,2255221,5993,1126,31
SOM,2021,1,6544207,64962,6684,399
SOM,2021,2,10695049,47591,3548,246
SOM,2021,3,16715200,87152,5034,336
SOM,2021,4,30092877,165094,3552,222
SOM,2022,1,35959518,9158,2878,28
SOM,2022,2,5206058,0,61,0
SRB,2020,1,22789,3561,900,19
SRB,2020,2,15777903,397679,13664,261
SRB,2020,3,72743140,732999,18987,472
SRB,2020,4,148096872,1108546,304372,2462
SRB,2021,1,252529073,1181658,262673,2097
SRB,2021,2,362411908,990034,115966,1739
SRB,2021,3,450724418,1235931,225427,1187
SRB,2021,4,601303465,1589445,357350,4480
SRB,2022,1,753909625,1949844,677228,3085
SRB,2022,2,120525902,148998,15053,100
SSD,2020,1,0,0,0,0
SSD,2020,2,257428,10630,2007,38
SSD,2020,3,1382209,8803,697,11
SSD,2020,4,4505746,53832,854,14
SSD,2021,1,9805032,58083,6607,46
SSD,2021,2,14235145,42697,669,8
SSD,2021,3,18335433,56841,1176,13
SSD,2021,4,23725777,63759,3232,5
SSD,2022,1,29535612,64491,2020,3
SSD,2022,2,4723179,8835,94,0
STP,2020,1,0,0,0,0
STP,2020,2,48457,1773,714,13
STP,2020,3,395269,4420,197,2
STP,2020,4,634759,1305,103,2
STP,2021,1,845862,5898,1209,17
STP,2021,2,1239680,397,143,7
STP,2021,3,1605886,12164,1093,13
STP,2021,4,2581275,3312,438,7
STP,2022,1,3137850,9191,2051,16
STP,2022,2,505667,983,3,0
SUR,2020,1,0,0,9,0
SUR,2020,2,0,0,506,13
SUR,2020,3,0,0,4362,91
SUR,2020,4,0,0,1333,18
SUR,2021,1,0,0,2912,55
SUR,2021,2,0,0,12610,345
SUR,2021,3,0,0,19899,362
SUR,2021,4,0,0,10815,305
SUR,2022,1,0,0,26775,135
SUR,2022,2,0,0,55,1
SVK,2020,1,78821,8220,363,1
SVK,2020,2,11257886,201530,1304,28
SVK,2020,3,28191940,248101,8474,20
SVK,2020,4,85915028,925894,264462,2090
SVK,2021,1,386821157,23994341,433273,7581
SVK,2021,2,3220535705,14623173,67135,2791
SVK,2021,3,3759556270,1563902,29361,127
SVK,2021,4,3823994812,0,566710,3998
SVK,2022,1,3829394910,8984401,1072055,2717
SVK,2022,2,658979809,250866,52718,266
SVN,2020,1,235908,21805,802,15
SVN,2020,2,5990653,79893,798,96
SVN,2020,3,15258134,123800,4090,39
SVN,2020,4,39990416,366938,116462,2547
SVN,2021,1,92101848,2089644,93450,1350
SVN,2021,2,353216693,2007021,41733,372
SVN,2021,3,589375368,2838924,36029,142
SVN,2021,4,882319778,4866634,170684,1028
SVN,2022,1,1462154428,5735519,504061,898
SVN,2022,2,236747238,146821,22679,54
SWE,2020,1,427317,36977,4834,385
SWE,2020,2,19610778,457241,63090,5180
SWE,2020,3,81621153,961060,24939,571
SWE,2020,4,231903350,2410389,344516,2843
SWE,2021,1,473373876,3334618,367507,4738
SWE,2021,2,772845255,2261910,285104,1164
SWE,2021,3,870521940,0,62896,239
SWE,2021,4,870521940,0,161898,446
SWE,2022,1,851597550,0,1173068,3055
SWE,2022,2,123008535,0,4128,141
SWZ,2020,1,639,80,9,0
SWZ,2020,2,320378,11014,803,11
SWZ,2020,3,2675135,31740,4670,98
SWZ,2020,4,4904349,38067,3876,96
SWZ,2021,1,11907861,94406,7979,462
SWZ,2021,2,19335308,61090,1747,11
SWZ,2021,3,26631185,124911,26840,542
SWZ,2021,4,36538243,79217,20185,83
SWZ,2022,1,41951694,76057,3662,91
SWZ,2022,2,6768939,6912,243,1
SYC,2020,1,139,16,11,0
SYC,2020,2,28218,688,73,0
SYC,2020,3,280482,4496,61,0
SYC,2020,4,973285,16304,85,0
SYC,2021,1,1935360,0,3889,20
SYC,2021,2,1956864,0,11557,36
SYC,2021,3,1978368,0,5802,56
SYC,2021,4,1978368,0,3315,22
SYC,2022,1,1935360,0,15633,30
SYC,2022,2,279552,0,726,0
SYR,2020,1,0,0,10,2
SYR,2020,2,0,0,269,7
SYR,2020,3,0,0,3921,191
SYR,2020,4,0,0,7234,511
SYR,2021,1,0,0,7475,554
SYR,2021,2,0,0,6606,611
SYR,2021,3,0,0,8690,371
SYR,2021,4,0,0,16073,650
SYR,2022,1,0,0,5417,244
SYR,2022,2,0,0,55,6
TCD,2020,1,0,0,7,0
TCD,2020,2,147067,4633,859,74
TCD,2020,3,1169895,24643,334,11
TCD,2020,4,4449837,34840,913,19
TCD,2021,1,8004522,45122,2420,60
TCD,2021,2,11137833,23126,418,10
TCD,2021,3,13453511,26618,87,0
TCD,2021,4,15695978,21365,665,7
TCD,2022,1,17874289,28998,1607,10
TCD,2022,2,2736920,2731,68,1
TGO,2020,1,0,0,34,1
TGO,2020,2,1138842,30316,616,13
TGO,2020,3,5087738,60186,1134,34
TGO,2020,4,11183887,83140,1849,20
TGO,2021,1,19759707,99714,6616,41
TGO,2021,2,29241375,84443,3668,20
TGO,2021,3,39866425,154949,11512,100
TGO,2021,4,51837889,100338,4734,19
TGO,2022,1,60543615,105656,6776,24
TGO,2022,2,9379682,4263,18,0
THA,2020,1,1524406,48302,1647,10
THA,2020,2,34021242,586932,1520,48
THA,2020,3,81449291,402976,411,1
THA,2020,4,119387831,580797,3320,2
THA,2021,1,229893764,1617390,21979,35
THA,2021,2,523828461,5282856,230438,1929
THA,2021,3,1048292758,5224131,1344174,14704
THA,2021,4,1461876946,3939218,619960,4971
THA,2022,1,1813464551,5146730,1433291,3524
THA,2022,2,298516473,101851,269128,1067
TJK,2020,1,1400,700,0,0
TJK,2020,2,63700,0,5900,52
TJK,2020,3,64400,0,3826,23
TJK,2020,4,64400,0,3939,15
TJK,2021,1,63000,0,49,1
TJK,2021,2,63700,0,191,0
TJK,2021,3,64400,0,3579,34
TJK,2021,4,64400,0,9,0
TJK,2022,1,63000,0,293,0
TJK,2022,2,9100,0,0,0
TLS,2020,1,0,0,1,0
TLS,2020,2,0,0,23,0
TLS,2020,3,0,0,4,0
TLS,2020,4,0,0,16,0
TLS,2021,1,0,0,560,0
TLS,2021,2,0,0,8618,23
TLS,2021,3,0,0,10276,94
TLS,2021,4,0,0,339,5
TLS,2022,1,0,0,2998,8
TLS,2022,2,0,0,14,0
TON,2020,1,0,0,0,0
TON,2020,2,0,0,0,0
TON,2020,3,0,0,0,0
TON,2020,4,0,0,0,0
TON,2021,1,0,0,0,0
TON,2021,2,0,0,0,0
TON,2021,3,0,0,0,0
TON,2021,4,0,0,1,0
TON,2022,1,0,0,6422,7
TON,2022,2,0,0,2136,5
TTO,2020,1,2453,500,87,3
TTO,2020,2,231316,4561,43,5
TTO,2020,3,1479585,25916,4401,68
TTO,2020,4,3561488,39175,2619,51
TTO,2021,1,8046596,38383,876,15
TTO,2021,2,14340959,105389,24767,705
TTO,2021,3,21432849,19251,17916,635
TTO,2021,4,21452100,0,41190,1387
TTO,2022,1,20985750,0,45961,881
TTO,2022,2,3031275,0,2921,37
TUN,2020,1,7993,3752,394,10
TUN,2020,2,3349842,65385,780,40
TUN,2020,3,11407180,160603,17239,215
TUN,2020,4,36892992,351327,120727,4411
TUN,2021,1,79504216,521009,114878,4136
TUN,2021,2,126440466,556468,166085,6147
TUN,2021,3,219458522,1268509,287087,9931
TUN,2021,4,287613996,415795,19516,679
TUN,2022,1,367902098,1179032,309178,2754
TUN,2022,2,58912600,16020,2784,186
TUR,2020,1,523138,92403,13531,214
TUR,2020,2,145452368,3238755,186375,4917
TUR,2020,3,568683312,7049103,118757,3064
TUR,2020,4,1533371320,13397665,1889989,12686
TUR,2021,1,2824460582,14662419,1108530,10656
TUR,2021,2,4593770934,22208918,2108470,18195
TUR,2021,3,6666316619,23414216,1728418,14322
TUR,2021,4,7746509572,0,2328480,18307
TUR,2022,1,8141480476,62794192,5378010,15672
TUR,2022,2,1913096604,262209,111942,429
TWN,2020,1,763206,32726,321,5
TWN,2020,2,5869796,44157,125,2
TWN,2020,3,9075007,117846,70,0
TWN,2020,4,21892977,85430,285,0
TWN,2021,1,34319454,204712,231,3
TWN,2021,2,83317213,1910254,13774,638
TWN,2021,3,405935173,3944728,1419,194
TWN,2021,4,729164752,2943289,806,8
TWN,2022,1,991902076,3499711,6365,3
TWN,2022,2,170878756,700070,5272,1
TZA,2020,1,0,0,19,1
TZA,2020,2,102080,3880,490,20
TZA,2020,3,356960,0,0,0
TZA,2020,4,356960,0,0,0
TZA,2021,1,349200,0,0,0
TZA,2021,2,353080,0,0,0
TZA,2021,3,11634344,293289,25337,29
TZA,2021,4,27339548,0,3460,687
TZA,2022,1,34482840,158607,4509,63
TZA,2022,2,5925088,0,36,3
UGA,2020,1,5378,1271,44,0
UGA,2020,2,6443029,184929,950,0
UGA,2020,3,30177582,293837,7240,75
UGA,2020,4,54762828,252292,27087,176
UGA,2021,1,76088340,207817,5651,84
UGA,2021,2,98564154,363363,39110,688
UGA,2021,3,137154363,380723,43595,2133
UGA,2021,4,173516570,443534,17165,144
UGA,2022,1,214546785,427837,23168,302
UGA,2022,2,33407497,35058,107,0
UKR,2020,1,17911,2642,645,17
UKR,2020,2,22717850,653480,44609,1156
UKR,2020,3,123522697,1622126,169192,3048
UKR,2020,4,360129484,3194741,872551,15060
UKR,2021,1,596884033,2629455,638032,15175
UKR,2021,2,885816781,2720231,575072,20125
UKR,2021,3,1078356362,1989534,233200,5399
UKR,2021,4,1385041891,3894867,1313925,42108
UKR,2022,1,1663553541,2564089,1193292,10371
UKR,2022,2,250754699,0,0,0
URY,2020,1,14562,1538,338,1
URY,2020,2,2901257,64088,619,26
URY,2020,3,12982610,170629,1110,21
URY,2020,4,34802471,328952,17073,133
URY,2021,1,83848106,787727,86430,793
URY,2021,2,183542402,1223733,263801,4619
URY,2021,3,294614789,965339,19578,462
URY,2021,4,364797261,837854,24455,115
URY,2022,1,475854085,1624285,474552,989
URY,2022,2,78587595,68467,6695,27
USA,2020,1,6365246,1048971,192078,5359
USA,2020,2,1159813951,30508436,2453009,122006
USA,2020,3,6062319944,71597782,4594982,78507
USA,2020,4,15651448961,141188112,12951389,143982
USA,2021,1,29707881560,156105671,10371592,198180
USA,2021,2,41559647889,95436203,3213651,52673
USA,2021,3,49994013979,116175466,9750027,95421
USA,2021,4,62654152763,142352457,11308668,128186
USA,2022,1,76281980015,149651733,25271906,156471
USA,2022,2,11815966751,10768702,370494,5602
UZB,2020,1,25863,22150,172,2
UZB,2020,2,20853550,348850,8331,24
UZB,2020,3,115423000,1029000,48214,444
UZB,2020,4,128800000,0,20343,144
UZB,2021,1,126000000,0,5809,15
UZB,2021,2,127400000,0,27808,107
UZB,2021,3,128800000,0,63218,503
UZB,2021,4,128800000,0,25008,246
UZB,2022,1,126000000,0,38846,152
UZB,2022,2,18200000,0,349,0
VAT,2020,1,0,0,6,0
VAT,2020,2,0,0,6,0
VAT,2020,3,0,0,0,0
VAT,2020,4,0,0,15,0
VAT,2021,1,0,0,0,0
VAT,2021,2,0,0,0,0
VAT,2021,3,0,0,0,0
VAT,2021,4,0,0,0,0
VAT,2022,1,0,0,2,0
VAT,2022,2,0,0,0,0
VCT,2020,1,0,0,1,0
VCT,2020,2,40082,1834,28,0
VCT,2020,3,181584,3265,35,0
VCT,2020,4,515028,574,57,0
VCT,2021,1,2205537,34595,1627,10
VCT,2021,2,4125740,14987,477,2
VCT,2021,3,5161711,876,1283,9
VCT,2021,4,5164052,0,2342,60
VCT,2022,1,5051790,0,4029,25
VCT,2022,2,729703,0,9,0
VEN,2020,1,1779,1779,135,3
VEN,2020,2,53126782,1127397,5697,54
VEN,2020,3,126519914,818972,69290,577
VEN,2020,4,184155073,458459,38436,400
VEN,2021,1,244127989,751181,46939,574
VEN,2021,2,288039860,21286,112215,1517
VEN,2021,3,292474808,0,96256,1350
VEN,2021,4,292474808,0,75667,859
VEN,2022,1,286116660,0,75738,354
VEN,2022,2,41327962,0,1173,14
VNM,2020,1,416363,35808,212,0
VNM,2020,2,20217436,225196,143,0
VNM,2020,3,37747709,453686,739,36
VNM,2020,4,69543342,45031,371,0
VNM,2021,1,114350690,1839032,1138,0
VNM,2021,2,258984473,284137,14449,46
VNM,2021,3,265225880,0,773703,19220
VNM,2021,4,265225880,0,940502,13093
VNM,2022,1,259460100,0,7833352,10283
VNM,2022,2,37477570,0,708355,365
VUT,2020,1,0,0,0,0
VUT,2020,2,0,0,0,0
VUT,2020,3,0,0,0,0
VUT,2020,4,0,0,1,0
VUT,2021,1,0,0,2,0
VUT,2021,2,0,0,1,1
VUT,2021,3,0,0,0,0
VUT,2021,4,0,0,3,0
VUT,2022,1,0,0,3372,1
VUT,2022,2,0,0,2157,4
WSM,2020,1,0,0,0,0
WSM,2020,2,0,0,0,0
WSM,2020,3,0,0,0,0
WSM,2020,4,0,0,2,0
WSM,2021,1,0,0,1,0
WSM,2021,2,0,0,0,0
WSM,2021,3,0,0,0,0
WSM,2021,4,0,0,0,0
WSM,2022,1,0,0,1710,0
WSM,2022,2,0,0,2379,9
XK,2020,1,1267,1267,0,0
XK,2020,2,913665,22513,0,0
XK,2020,3,3974336,44094,0,0
XK,2020,4,10915414,115639,0,0
XK,2021,1,24742183,238867,0,0
XK,2021,2,51127827,245490,0,0
XK,2021,3,70116123,141316,0,0
XK,2021,4,114046344,566533,0,0
XK,2022,1,148902266,423438,0,0
XK,2022,2,23462339,10754,0,0
XKX,2020,1,0,0,106,1
XKX,2020,2,0,0,2693,48
XKX,2020,3,0,0,12821,576
XKX,2020,4,0,0,35524,707
XKX,2021,1,0,0,38037,534
XKX,2021,2,0,0,18577,396
XKX,2021,3,0,0,52314,691
XKX,2021,4,0,0,1412,37
XKX,2022,1,0,0,65987,144
XKX,2022,2,0,0,295,4
YEM,2020,1,0,0,0,0
YEM,2020,2,0,0,1158,312
YEM,2020,3,0,0,877,275
YEM,2020,4,0,0,65,23
YEM,2021,1,0,0,2258,278
YEM,2021,2,0,0,2563,473
YEM,2021,3,0,0,2147,360
YEM,2021,4,0,0,1059,263
YEM,2022,1,0,0,1680,159
YEM,2022,2,0,0,8,4
ZAF,2020,1,277554,41072,1353,5
ZAF,2020,2,26137246,361946,149856,2652
ZAF,2020,3,273032807,3784899,523130,14077
ZAF,2020,4,473755290,2227907,382822,11735
ZAF,2021,1,763772985,3429011,490996,24377
ZAF,2021,2,1019157827,3067993,425815,7801
ZAF,2021,3,1429725313,4691085,928700,26979
ZAF,2021,4,1760359846,3537802,555614,3519
ZAF,2022,1,2033719485,2667629,260667,9115
ZAF,2022,2,311518578,261961,14966,84
ZMB,2020,1,0,0,35,0
ZMB,2020,2,1737558,53370,1559,24
ZMB,2020,3,9139910,100844,13165,308
ZMB,2020,4,26740218,403258,5966,56
ZMB,2021,1,83740843,694518,67693,820
ZMB,2021,2,136721431,584428,66530,991
ZMB,2021,3,199949670,613701,54098,1449
ZMB,2021,4,245448594,493218,45228,86
ZMB,2022,1,288576254,414174,62576,232
ZMB,2022,2,43845313,29351,954,2
ZWE,2020,1,1315,274,8,1
ZWE,2020,2,2495186,66438,589,6
ZWE,2020,3,8087848,-3527,7247,221
ZWE,2020,4,14090885,164393,6029,135
ZWE,2021,1,30299482,211642,23015,1160
ZWE,2021,2,49267305,314866,12982,266
ZWE,2021,3,105245123,642390,80956,2834
ZWE,2021,4,144856631,432971,82438,381
ZWE,2022,1,182179041,356320,33028,440
ZWE,2022,2,28612892,30480,808,16